chemsys,mp_id,formula,mp_form_energy,mp_e_above_hull,mp_on_hull,VASP_form_energy,VASP_e_above_hull,VASP_on_hull,change
Fe-Mn,mp-35,Mn,0.0,0.0,True,0.0,0.0,True,
Fe-Mn,mp-542909,Mn,0.052947,0.052947,False,0.068178,0.068178,False,
Fe-Mn,mp-568345,Fe,0.761412,0.761412,False,0.759141,0.759141,False,
Fe-Mn,mp-8634,Mn,0.083098,0.083098,False,0.094943,0.094943,False,
Fe-Mn,mp-999542,MnFe3,0.051221,0.051221,False,0.05866,0.05866,False,
Fe-Mn,mp-999545,Mn3Fe,0.118937,0.118937,False,0.034478,0.034478,False,
Fe-Ti,mp-1096950,Fe,0.476699,0.476699,False,0.470606,0.470606,False,
Fe-Ti,mp-1192216,Ti2Fe,-0.21487,0.065683,False,-0.212512,0.070401,False,
Fe-Ti,mp-1194030,Fe,0.175289,0.175289,False,0.172779,0.172779,False,
Fe-Ti,mp-1216834,TiFe,-0.113649,0.307181,False,-0.11389,0.310479,False,
Fe-Ti,mp-1216986,TiFe4,0.125868,0.295899,False,0.09833,0.268952,False,
Fe-Ti,mp-1217161,Ti4Fe,-0.003614,0.164718,False,0.006577,0.176325,False,
Fe-Ti,mp-1217177,Ti3Fe,0.041433,0.251848,False,0.040744,0.252929,False,
Fe-Ti,mp-1238818,Ti,0.310308,0.310308,False,0.309075,0.309075,False,
Fe-Ti,mp-1244924,Ti,0.183287,0.183287,False,0.182224,0.182224,False,
Fe-Ti,mp-1245006,Ti,0.141384,0.141384,False,0.137373,0.137373,False,
Fe-Ti,mp-1245108,Fe,0.279455,0.279455,False,0.255747,0.255747,False,
Fe-Ti,mp-1245164,Ti,0.138332,0.138332,False,0.137808,0.137808,False,
Fe-Ti,mp-1245170,Ti,0.169614,0.169614,False,0.168655,0.168655,False,
Fe-Ti,mp-1245320,Ti,0.155102,0.155102,False,0.162302,0.162302,False,
Fe-Ti,mp-1271068,Fe,0.01707,0.01707,False,0.0,0.0,True,GAINED
Fe-Ti,mp-1271128,Fe,0.099135,0.099135,False,0.111556,0.111556,False,
Fe-Ti,mp-1271198,Fe,0.054992,0.054992,False,0.162432,0.162432,False,
Fe-Ti,mp-13,Fe,0.0,0.0,True,0.000182,0.000182,False,LOST
Fe-Ti,mp-136,Fe,0.097806,0.097806,False,0.103732,0.103732,False,
Fe-Ti,mp-150,Fe,0.148365,0.148365,False,0.157182,0.157182,False,
Fe-Ti,mp-2454,TiFe2,-0.283385,0.0,True,-0.284369,0.0,True,
Fe-Ti,mp-305,TiFe,-0.42083,0.0,True,-0.424369,0.0,True,
Fe-Ti,mp-46,Ti,0.004435,0.004435,False,0.005132,0.005132,False,
Fe-Ti,mp-568345,Fe,0.761412,0.761412,False,0.759141,0.759141,False,
Fe-Ti,mp-6985,Ti,0.061963,0.061963,False,0.066316,0.066316,False,
Fe-Ti,mp-72,Ti,0.0,0.0,True,0.0,0.0,True,
Fe-Ti,mp-73,Ti,0.112036,0.112036,False,0.115654,0.115654,False,
Fe-V,mp-1079399,V3Fe,-0.171137,0.0,True,-0.172764,0.0,True,
Fe-V,mp-1096950,Fe,0.476699,0.476699,False,0.470606,0.470606,False,
Fe-V,mp-1187697,V3Fe,-0.139896,0.031241,False,-0.146054,0.02671,False,
Fe-V,mp-1194030,Fe,0.175289,0.175289,False,0.172779,0.172779,False,
Fe-V,mp-1216329,VFe4,-0.043636,0.059009,False,-0.043083,0.06225,False,
Fe-V,mp-1216347,VFe,-0.103579,0.046142,False,-0.107432,0.044783,False,
Fe-V,mp-1216352,VFe3,-0.055534,0.072773,False,-0.057611,0.074054,False,
Fe-V,mp-1245108,Fe,0.279455,0.279455,False,0.255747,0.255747,False,
Fe-V,mp-1271068,Fe,0.01707,0.01707,False,0.0,0.0,True,GAINED
Fe-V,mp-1271128,Fe,0.099135,0.099135,False,0.111556,0.111556,False,
Fe-V,mp-1271198,Fe,0.054992,0.054992,False,0.162432,0.162432,False,
Fe-V,mp-13,Fe,0.0,0.0,True,0.000182,0.000182,False,LOST
Fe-V,mp-1335,VFe,-0.127012,0.02271,False,-0.12819,0.024025,False,
Fe-V,mp-136,Fe,0.097806,0.097806,False,0.103732,0.103732,False,
Fe-V,mp-146,V,0.0,0.0,True,0.0,0.0,True,
Fe-V,mp-150,Fe,0.148365,0.148365,False,0.157182,0.157182,False,
Fe-V,mp-2647074,V,0.253785,0.253785,False,0.252177,0.252177,False,
Fe-V,mp-568345,Fe,0.761412,0.761412,False,0.759141,0.759141,False,
Fe-V,mp-8632,V,0.24714,0.24714,False,0.236842,0.236842,False,
Fe-V,mp-866134,VFe3,-0.128307,0.0,True,-0.131666,0.0,True,
Fe-Y,mp-1096950,Fe,0.476699,0.476699,False,0.470606,0.470606,False,
Fe-Y,mp-1102392,YFe3,-0.060966,0.0,True,-0.066008,0.0,True,
Fe-Y,mp-1104222,YFe12,0.000626,0.020265,False,0.003046,0.023356,False,
Fe-Y,mp-1105569,Y2Fe17,-0.006642,0.020232,False,-0.007568,0.020225,False,
Fe-Y,mp-112,Y,0.00355,0.00355,False,0.0,0.0,True,GAINED
Fe-Y,mp-11385,YFe5,-0.04255,0.0,True,-0.043118,0.000887,False,LOST
Fe-Y,mp-1178773,YFe2,-0.060391,0.002047,False,-0.060883,0.000824,False,
Fe-Y,mp-1178900,YFe2,-0.059446,0.002992,False,-0.061707,0.0,True,GAINED
Fe-Y,mp-1187717,Y,0.006933,0.006933,False,0.009822,0.009822,False,
Fe-Y,mp-1187739,Y,0.0,0.0,True,0.018676,0.018676,False,LOST
Fe-Y,mp-1192321,YFe3,-0.060356,0.00061,False,-0.060179,0.005829,False,
Fe-Y,mp-1194030,Fe,0.175289,0.175289,False,0.172779,0.172779,False,
Fe-Y,mp-1196012,Y2Fe17,-0.007878,0.018996,False,-0.0079,0.019892,False,
Fe-Y,mp-1245108,Fe,0.279455,0.279455,False,0.255747,0.255747,False,
Fe-Y,mp-1271068,Fe,0.01707,0.01707,False,0.0,0.0,True,GAINED
Fe-Y,mp-1271128,Fe,0.099135,0.099135,False,0.111556,0.111556,False,
Fe-Y,mp-1271198,Fe,0.054992,0.054992,False,0.162432,0.162432,False,
Fe-Y,mp-13,Fe,0.0,0.0,True,0.000182,0.000182,False,LOST
Fe-Y,mp-13412,Y3Fe29,-0.002934,0.021,False,-0.003735,0.021018,False,
Fe-Y,mp-136,Fe,0.097806,0.097806,False,0.103732,0.103732,False,
Fe-Y,mp-150,Fe,0.148365,0.148365,False,0.157182,0.157182,False,
Fe-Y,mp-1570,YFe2,-0.062438,0.0,True,-0.060942,0.000765,False,LOST
Fe-Y,mp-30641,Y6Fe23,-0.04159,0.00985,False,-0.041713,0.012914,False,
Fe-Y,mp-568345,Fe,0.761412,0.761412,False,0.759141,0.759141,False,
Fe-Y,mp-9,Y,0.023963,0.023963,False,0.024577,0.024577,False,
Fe-Zn,mp-1096950,Fe,0.476699,0.476699,False,0.470606,0.470606,False,
Fe-Zn,mp-1187812,Zn,0.01085,0.01085,False,0.0,0.0,True,GAINED
Fe-Zn,mp-1194030,Fe,0.175289,0.175289,False,0.172779,0.172779,False,
Fe-Zn,mp-1207450,Zn9Fe4,-0.043228,0.0,True,-0.02308,0.0,True,
Fe-Zn,mp-1215473,ZnFe,-0.008659,0.022561,False,-0.000742,0.015927,False,
Fe-Zn,mp-1215526,ZnFe3,0.019976,0.035586,False,0.025083,0.033418,False,
Fe-Zn,mp-1215649,Zn13Fe,0.071132,0.101978,False,0.083072,0.100069,False,
Fe-Zn,mp-1215735,Zn10Fe3,-0.033192,0.006005,False,-0.020915,0.000185,False,
Fe-Zn,mp-1215884,Zn9Fe4,0.040988,0.084216,False,0.060153,0.083233,False,
Fe-Zn,mp-1244987,Zn,0.058375,0.058375,False,0.095024,0.095024,False,
Fe-Zn,mp-1245093,Zn,0.055069,0.055069,False,0.095089,0.095089,False,
Fe-Zn,mp-1245108,Fe,0.279455,0.279455,False,0.255747,0.255747,False,
Fe-Zn,mp-1245184,Zn,0.048852,0.048852,False,0.084253,0.084253,False,
Fe-Zn,mp-1245266,Zn,0.052316,0.052316,False,0.09062,0.09062,False,
Fe-Zn,mp-1271068,Fe,0.01707,0.01707,False,0.0,0.0,True,GAINED
Fe-Zn,mp-1271128,Fe,0.099135,0.099135,False,0.111556,0.111556,False,
Fe-Zn,mp-1271198,Fe,0.054992,0.054992,False,0.162432,0.162432,False,
Fe-Zn,mp-13,Fe,0.0,0.0,True,0.000182,0.000182,False,LOST
Fe-Zn,mp-136,Fe,0.097806,0.097806,False,0.103732,0.103732,False,
Fe-Zn,mp-150,Fe,0.148365,0.148365,False,0.157182,0.157182,False,
Fe-Zn,mp-1722,Zn13Fe,-0.030846,0.0,True,-0.016997,0.0,True,
Fe-Zn,mp-2646972,Zn,0.005205,0.005205,False,0.036768,0.036768,False,
Fe-Zn,mp-2647117,Zn,0.071662,0.071662,False,0.102324,0.102324,False,
Fe-Zn,mp-568345,Fe,0.761412,0.761412,False,0.759141,0.759141,False,
Fe-Zn,mp-79,Zn,0.0,0.0,True,0.005595,0.005595,False,LOST
Gd-Mn,mp-1055908,Mn,0.145445,0.145445,False,0.160365,0.160365,False,
Gd-Mn,mp-1057139,Mn,0.65752,0.65752,False,0.672163,0.672163,False,
Gd-Mn,mp-1076939,GdMn2,0.218314,0.218314,False,0.231131,0.231131,False,
Gd-Mn,mp-11421,Gd,0.0876,0.0876,False,0.091168,0.091168,False,
Gd-Mn,mp-1191484,Mn,0.806585,0.806585,False,0.82508,0.82508,False,
Gd-Mn,mp-1194710,Gd6Mn23,0.926403,0.926403,False,0.078392,0.078392,False,
Gd-Mn,mp-155,Gd,0.0,0.0,True,0.0,0.0,True,
Gd-Mn,mp-19981,Gd,0.030212,0.030212,False,0.033975,0.033975,False,
Gd-Mn,mp-2647025,Mn,0.052632,0.052632,False,0.074523,0.074523,False,
Gd-Mn,mp-35,Mn,0.0,0.0,True,0.0,0.0,True,
Gd-Mn,mp-542909,Mn,0.052947,0.052947,False,0.068178,0.068178,False,
Gd-Mn,mp-570087,Gd,0.020306,0.020306,False,0.021152,0.021152,False,
Gd-Mn,mp-614502,Gd,0.048381,0.048381,False,0.043918,0.043918,False,
Gd-Mn,mp-639892,GdMn12,0.021436,0.021436,False,0.031867,0.031867,False,
Gd-Mn,mp-8634,Mn,0.083098,0.083098,False,0.094943,0.094943,False,
Gd-Mn,mp-976591,GdMn3,1.913028,1.913028,False,0.373004,0.373004,False,
Gd-Ni,mp-1008728,Ni,0.09556,0.09556,False,0.09752,0.09752,False,
Gd-Ni,mp-1014111,Ni,0.620239,0.620239,False,0.632028,0.632028,False,
Gd-Ni,mp-10257,Ni,0.026142,0.026142,False,0.022732,0.022732,False,
Gd-Ni,mp-1094136,Ni,0.739852,0.739852,False,0.713162,0.713162,False,
Gd-Ni,mp-1101986,GdNi3,-0.383423,0.0,True,-0.393563,0.000383,False,LOST
Gd-Ni,mp-11421,Gd,0.0876,0.0876,False,0.091168,0.091168,False,
Gd-Ni,mp-1246134,Ni,0.409911,0.409911,False,0.403887,0.403887,False,
Gd-Ni,mp-155,Gd,0.0,0.0,True,0.0,0.0,True,
Gd-Ni,mp-19981,Gd,0.030212,0.030212,False,0.033975,0.033975,False,
Gd-Ni,mp-21305,GdNi5,-0.310156,0.0,True,-0.315891,0.0,True,
Gd-Ni,mp-23,Ni,0.0,0.0,True,0.0,0.0,True,
Gd-Ni,mp-542632,GdNi,-0.410239,0.0,True,-0.414154,0.0,True,
Gd-Ni,mp-543019,GdNi2,-0.413901,0.0,True,-0.416923,0.0,True,
Gd-Ni,mp-570087,Gd,0.020306,0.020306,False,0.021152,0.021152,False,
Gd-Ni,mp-580102,Gd2Ni17,0.40357,0.599458,False,-0.193441,0.006069,False,
Gd-Ni,mp-614502,Gd,0.048381,0.048381,False,0.043918,0.043918,False,
Gd-Ni,mp-669713,Gd2Ni7,-0.369857,0.0,True,-0.386288,0.0,True,
Gd-Zn,mp-1076988,GdZn2,-0.390932,0.0,True,-0.375192,0.0,True,
Gd-Zn,mp-11421,Gd,0.0876,0.0876,False,0.091168,0.091168,False,
Gd-Zn,mp-1184460,Gd3Zn,-0.069491,0.11303,False,-0.058251,0.119253,False,
Gd-Zn,mp-1187812,Zn,0.01085,0.01085,False,0.0,0.0,True,GAINED
Gd-Zn,mp-1193017,Gd6Zn23,-0.308785,0.004499,False,-0.295438,0.0,True,GAINED
Gd-Zn,mp-1198632,Gd2Zn17,-0.245733,0.005135,False,-0.218637,0.004955,False,
Gd-Zn,mp-1244987,Zn,0.058375,0.058375,False,0.095024,0.095024,False,
Gd-Zn,mp-1245093,Zn,0.055069,0.055069,False,0.095089,0.095089,False,
Gd-Zn,mp-1245184,Zn,0.048852,0.048852,False,0.084253,0.084253,False,
Gd-Zn,mp-1245266,Zn,0.052316,0.052316,False,0.09062,0.09062,False,
Gd-Zn,mp-155,Gd,0.0,0.0,True,0.0,0.0,True,
Gd-Zn,mp-19981,Gd,0.030212,0.030212,False,0.033975,0.033975,False,
Gd-Zn,mp-2497,GdZn,-0.365043,0.0,True,-0.355007,0.0,True,
Gd-Zn,mp-2646972,Zn,0.005205,0.005205,False,0.036768,0.036768,False,
Gd-Zn,mp-2647117,Zn,0.071662,0.071662,False,0.102324,0.102324,False,
Gd-Zn,mp-542437,Gd2Zn17,-0.250868,0.0,True,-0.223591,0.0,True,
Gd-Zn,mp-570087,Gd,0.020306,0.020306,False,0.021152,0.021152,False,
Gd-Zn,mp-614502,Gd,0.048381,0.048381,False,0.043918,0.043918,False,
Gd-Zn,mp-79,Zn,0.0,0.0,True,0.005595,0.005595,False,LOST
Mn-Y,mp-1055908,Mn,0.145445,0.145445,False,0.160365,0.160365,False,
Mn-Y,mp-1057139,Mn,0.65752,0.65752,False,0.672163,0.672163,False,
Mn-Y,mp-1062072,YMn2,0.751583,0.752599,False,0.76544,0.76544,False,
Mn-Y,mp-1103127,YMn2,0.104739,0.105755,False,0.099636,0.099636,False,
Mn-Y,mp-112,Y,0.00355,0.00355,False,0.0,0.0,True,GAINED
Mn-Y,mp-1187717,Y,0.006933,0.006933,False,0.009822,0.009822,False,
Mn-Y,mp-1187739,Y,0.0,0.0,True,0.018676,0.018676,False,LOST
Mn-Y,mp-1191484,Mn,0.806585,0.806585,False,0.82508,0.82508,False,
Mn-Y,mp-1355,Y6Mn23,0.096445,0.097653,False,0.043379,0.043379,False,
Mn-Y,mp-22508,YMn12,-0.001407,0.0,True,0.016417,0.016417,False,LOST
Mn-Y,mp-2647025,Mn,0.052632,0.052632,False,0.074523,0.074523,False,
Mn-Y,mp-35,Mn,0.0,0.0,True,0.0,0.0,True,
Mn-Y,mp-542909,Mn,0.052947,0.052947,False,0.068178,0.068178,False,
Mn-Y,mp-558,YMn2,0.160752,0.161768,False,0.172836,0.172836,False,
Mn-Y,mp-8634,Mn,0.083098,0.083098,False,0.094943,0.094943,False,
Mn-Y,mp-9,Y,0.023963,0.023963,False,0.024577,0.024577,False,
Ni-Ti,mp-1008728,Ni,0.09556,0.09556,False,0.09752,0.09752,False,
Ni-Ti,mp-1014111,Ni,0.620239,0.620239,False,0.632028,0.632028,False,
Ni-Ti,mp-10257,Ni,0.026142,0.026142,False,0.022732,0.022732,False,
Ni-Ti,mp-1048,TiNi,-0.395855,0.0,True,-0.395855,0.001938,False,LOST
Ni-Ti,mp-1067248,TiNi,-0.393848,0.002007,False,-0.397794,0.0,True,GAINED
Ni-Ti,mp-1067475,TiNi,-0.324109,0.071746,False,-0.331861,0.065932,False,
Ni-Ti,mp-1094136,Ni,0.739852,0.739852,False,0.713162,0.713162,False,
Ni-Ti,mp-1179013,TiNi,-0.385805,0.01005,False,-0.394287,0.003507,False,
Ni-Ti,mp-1187671,Ti3Ni,-0.076653,0.131343,False,-0.0803,0.126892,False,
Ni-Ti,mp-1189328,TiNi,-0.37349,0.022365,False,-0.376628,0.021165,False,
Ni-Ti,mp-1190013,TiNi,-0.361284,0.034571,False,-0.360771,0.037023,False,
Ni-Ti,mp-1216890,TiNi,-0.099395,0.29646,False,-0.105413,0.292381,False,
Ni-Ti,mp-1238818,Ti,0.310308,0.310308,False,0.309075,0.309075,False,
Ni-Ti,mp-1244924,Ti,0.183287,0.183287,False,0.182224,0.182224,False,
Ni-Ti,mp-1245006,Ti,0.141384,0.141384,False,0.137373,0.137373,False,
Ni-Ti,mp-1245164,Ti,0.138332,0.138332,False,0.137808,0.137808,False,
Ni-Ti,mp-1245170,Ti,0.169614,0.169614,False,0.168655,0.168655,False,
Ni-Ti,mp-1245320,Ti,0.155102,0.155102,False,0.162302,0.162302,False,
Ni-Ti,mp-1246134,Ni,0.409911,0.409911,False,0.403887,0.403887,False,
Ni-Ti,mp-1409,TiNi3,-0.482795,0.0,True,-0.482037,0.0,True,
Ni-Ti,mp-1808,Ti2Ni,-0.277329,0.0,True,-0.276255,0.0,True,
Ni-Ti,mp-23,Ni,0.0,0.0,True,0.0,0.0,True,
Ni-Ti,mp-2716,TiNi,-0.371092,0.024763,False,-0.371082,0.026712,False,
Ni-Ti,mp-46,Ti,0.004435,0.004435,False,0.005132,0.005132,False,
Ni-Ti,mp-567653,Ti3Ni4,-0.412998,0.007697,False,-0.410585,0.011278,False,
Ni-Ti,mp-571,TiNi,-0.347361,0.048494,False,-0.347601,0.050192,False,
Ni-Ti,mp-597,TiNi,-0.373154,0.022701,False,-0.376776,0.021018,False,
Ni-Ti,mp-603347,TiNi,-0.378451,0.017404,False,-0.381997,0.015797,False,
Ni-Ti,mp-640189,TiNi,-0.376887,0.018968,False,-0.379966,0.017827,False,
Ni-Ti,mp-6985,Ti,0.061963,0.061963,False,0.066316,0.066316,False,
Ni-Ti,mp-72,Ti,0.0,0.0,True,0.0,0.0,True,
Ni-Ti,mp-73,Ti,0.112036,0.112036,False,0.115654,0.115654,False,
Ni-Ti,mp-981209,Ti3Ni,-0.078961,0.129035,False,-0.080427,0.126765,False,
Ni-Ti,mp-998945,TiNi,-0.329214,0.066641,False,-0.332019,0.065775,False,
Ni-V,mp-1008728,Ni,0.09556,0.09556,False,0.09752,0.09752,False,
Ni-V,mp-1014111,Ni,0.620239,0.620239,False,0.632028,0.632028,False,
Ni-V,mp-10257,Ni,0.026142,0.026142,False,0.022732,0.022732,False,
Ni-V,mp-1094136,Ni,0.739852,0.739852,False,0.713162,0.713162,False,
Ni-V,mp-11531,VNi2,-0.242251,0.0,True,-0.243263,0.0,True,
Ni-V,mp-1216313,VNi,-0.012796,0.195264,False,-0.024733,0.18282,False,
Ni-V,mp-1216314,VNi3,-0.095559,0.146584,False,-0.104416,0.13854,False,
Ni-V,mp-1216317,VNi3,-0.024998,0.217145,False,-0.026107,0.216849,False,
Ni-V,mp-1216708,V3Ni2,-0.187545,0.0,True,-0.185269,0.000859,False,LOST
Ni-V,mp-1246134,Ni,0.409911,0.409911,False,0.403887,0.403887,False,
Ni-V,mp-146,V,0.0,0.0,True,0.0,0.0,True,
Ni-V,mp-171,VNi3,-0.242144,0.0,True,-0.242955,0.0,True,
Ni-V,mp-23,Ni,0.0,0.0,True,0.0,0.0,True,
Ni-V,mp-2647074,V,0.253785,0.253785,False,0.252177,0.252177,False,
Ni-V,mp-7226,V3Ni,-0.156231,0.0,True,-0.153989,0.0,True,
Ni-V,mp-8632,V,0.24714,0.24714,False,0.236842,0.236842,False,
Ni-Y,mp-1008728,Ni,0.09556,0.09556,False,0.09752,0.09752,False,
Ni-Y,mp-1014111,Ni,0.620239,0.620239,False,0.632028,0.632028,False,
Ni-Y,mp-1019,YNi2,-0.417366,0.005394,False,-0.415762,0.010188,False,
Ni-Y,mp-10257,Ni,0.026142,0.026142,False,0.022732,0.022732,False,
Ni-Y,mp-1094136,Ni,0.739852,0.739852,False,0.713162,0.713162,False,
Ni-Y,mp-1105633,Y3Ni,-0.239335,0.0,True,-0.23729,0.0,True,
Ni-Y,mp-112,Y,0.00355,0.00355,False,0.0,0.0,True,GAINED
Ni-Y,mp-1187717,Y,0.006933,0.006933,False,0.009822,0.009822,False,
Ni-Y,mp-1187739,Y,0.0,0.0,True,0.018676,0.018676,False,LOST
Ni-Y,mp-1196175,Y2Ni17,-0.194155,0.007135,False,-0.197178,0.002973,False,
Ni-Y,mp-1200338,Y15Ni32,-0.421988,0.0,True,-0.425067,0.0,True,
Ni-Y,mp-1201276,Y2Ni7,-0.372718,0.008522,False,-0.375531,0.019927,False,
Ni-Y,mp-1207883,Y4Ni,0.2477,0.439168,False,0.246039,0.435871,False,
Ni-Y,mp-1246134,Ni,0.409911,0.409911,False,0.403887,0.403887,False,
Ni-Y,mp-1364,YNi,-0.431825,0.0,True,-0.436316,0.0,True,
Ni-Y,mp-2152,YNi5,-0.318709,0.0,True,-0.316905,0.0,True,
Ni-Y,mp-23,Ni,0.0,0.0,True,0.0,0.0,True,
Ni-Y,mp-569196,YNi3,-0.3951,0.0,True,-0.399439,0.004504,False,LOST
Ni-Y,mp-574339,Y2Ni7,-0.38124,0.0,True,-0.395458,0.0,True,
Ni-Y,mp-582134,Y3Ni2,-0.355962,0.0,True,-0.353752,0.002954,False,LOST
Ni-Y,mp-9,Y,0.023963,0.023963,False,0.024577,0.024577,False,
Ti-Y,mp-112,Y,0.00355,0.00355,False,0.0,0.0,True,GAINED
Ti-Y,mp-1187717,Y,0.006933,0.006933,False,0.009822,0.009822,False,
Ti-Y,mp-1187739,Y,0.0,0.0,True,0.018676,0.018676,False,LOST
Ti-Y,mp-1238818,Ti,0.310308,0.310308,False,0.309075,0.309075,False,
Ti-Y,mp-1244924,Ti,0.183287,0.183287,False,0.182224,0.182224,False,
Ti-Y,mp-1245006,Ti,0.141384,0.141384,False,0.137373,0.137373,False,
Ti-Y,mp-1245164,Ti,0.138332,0.138332,False,0.137808,0.137808,False,
Ti-Y,mp-1245170,Ti,0.169614,0.169614,False,0.168655,0.168655,False,
Ti-Y,mp-1245320,Ti,0.155102,0.155102,False,0.162302,0.162302,False,
Ti-Y,mp-46,Ti,0.004435,0.004435,False,0.005132,0.005132,False,
Ti-Y,mp-6985,Ti,0.061963,0.061963,False,0.066316,0.066316,False,
Ti-Y,mp-72,Ti,0.0,0.0,True,0.0,0.0,True,
Ti-Y,mp-73,Ti,0.112036,0.112036,False,0.115654,0.115654,False,
Ti-Y,mp-9,Y,0.023963,0.023963,False,0.024577,0.024577,False,
Ti-Y,mp-999484,YTi,0.364475,0.364475,False,0.369009,0.369009,False,
Y-Zn,mp-1072382,YZn2,-0.351025,0.022266,False,-0.338383,0.014491,False,
Y-Zn,mp-1095495,YZn2,-0.342972,0.030318,False,-0.317232,0.035642,False,
Y-Zn,mp-1103536,Y3Zn11,-0.349104,0.0,True,-0.333557,0.0,True,
Y-Zn,mp-112,Y,0.00355,0.00355,False,0.0,0.0,True,GAINED
Y-Zn,mp-1187717,Y,0.006933,0.006933,False,0.009822,0.009822,False,
Y-Zn,mp-1187739,Y,0.0,0.0,True,0.018676,0.018676,False,LOST
Y-Zn,mp-1187812,Zn,0.01085,0.01085,False,0.0,0.0,True,GAINED
Y-Zn,mp-1189228,Y2Zn3,0.159525,0.530211,False,0.169247,0.524095,False,
Y-Zn,mp-1192854,Y6Zn23,-0.325372,0.016967,False,-0.308394,0.01761,False,
Y-Zn,mp-1200992,Y2Zn17,-0.245743,0.003546,False,-0.217925,0.004189,False,
Y-Zn,mp-1202791,YZn5,-0.284993,0.020514,False,-0.255212,0.029669,False,
Y-Zn,mp-1244987,Zn,0.058375,0.058375,False,0.095024,0.095024,False,
Y-Zn,mp-1245093,Zn,0.055069,0.055069,False,0.095089,0.095089,False,
Y-Zn,mp-1245184,Zn,0.048852,0.048852,False,0.084253,0.084253,False,
Y-Zn,mp-1245266,Zn,0.052316,0.052316,False,0.09062,0.09062,False,
Y-Zn,mp-17639,Y2Zn17,-0.249289,0.0,True,-0.222114,0.0,True,
Y-Zn,mp-179,YZn,-0.088154,0.278624,False,-0.073075,0.284732,False,
Y-Zn,mp-2516,YZn,-0.366779,0.0,True,-0.357807,0.0,True,
Y-Zn,mp-2646972,Zn,0.005205,0.005205,False,0.036768,0.036768,False,
Y-Zn,mp-2647117,Zn,0.071662,0.071662,False,0.102324,0.102324,False,
Y-Zn,mp-30884,YZn3,-0.376546,0.0,True,-0.350408,0.0,True,
Y-Zn,mp-30885,YZn5,-0.295678,0.009829,False,-0.279075,0.005806,False,
Y-Zn,mp-30886,YZn12,-0.185829,0.0,True,-0.164251,0.0,True,
Y-Zn,mp-79,Zn,0.0,0.0,True,0.005595,0.005595,False,LOST
Y-Zn,mp-9,Y,0.023963,0.023963,False,0.024577,0.024577,False,
Co-Cu-Y,mp-1010136,Cu,0.035708,0.035708,False,0.035523,0.035523,False,
Co-Cu-Y,mp-102,Co,0.016114,0.016114,False,0.019652,0.019652,False,
Co-Cu-Y,mp-1056079,Cu,1.982934,1.982934,False,2.047267,2.047267,False,
Co-Cu-Y,mp-1059259,Cu,0.142906,0.142906,False,0.150243,0.150243,False,
Co-Cu-Y,mp-1072089,Co,0.199326,0.199326,False,0.205037,0.205037,False,
Co-Cu-Y,mp-1077241,YCu2,-0.154954,0.106105,False,-0.160403,0.10319,False,
Co-Cu-Y,mp-1080443,YCu,-0.258562,0.0,True,-0.255215,0.0,True,
Co-Cu-Y,mp-1093698,Y2CoCu,2.254101,2.481983,False,2.2516,2.47271,False,
Co-Cu-Y,mp-1102436,YCu2,-0.187613,0.073446,False,-0.189315,0.074277,False,
Co-Cu-Y,mp-1105598,Y3Co,-0.144205,0.0,True,-0.135824,0.000122,False,LOST
Co-Cu-Y,mp-1106140,Y2Co17,-0.094235,0.0,True,-0.0918,0.0,True,
Co-Cu-Y,mp-112,Y,0.00355,0.00355,False,0.0,0.0,True,GAINED
Co-Cu-Y,mp-1120774,Cu,0.159117,0.159117,False,0.174446,0.174446,False,
Co-Cu-Y,mp-1183710,Co,0.005447,0.005447,False,0.002326,0.002326,False,
Co-Cu-Y,mp-1183752,Co3Cu,0.118587,0.118587,False,0.120854,0.120854,False,
Co-Cu-Y,mp-1187717,Y,0.006933,0.006933,False,0.009822,0.009822,False,
Co-Cu-Y,mp-1187739,Y,0.0,0.0,True,0.018676,0.018676,False,LOST
Co-Cu-Y,mp-1188333,Y2Co7,-0.059272,0.077357,False,-0.150952,0.0,True,GAINED
Co-Cu-Y,mp-1189329,Y3Co,-0.142648,0.001556,False,-0.135946,0.0,True,GAINED
Co-Cu-Y,mp-1190402,Y2Cu3,0.346416,0.606476,False,0.347755,0.607997,False,
Co-Cu-Y,mp-1192425,YCo3,-0.105986,0.040712,False,-0.155103,0.004627,False,
Co-Cu-Y,mp-1193227,Co,0.126341,0.126341,False,0.126565,0.126565,False,
Co-Cu-Y,mp-1199930,Y2Co14Cu3,-0.024529,0.077482,False,-0.020602,0.076729,False,
Co-Cu-Y,mp-1216214,Y2(CoCu)5,-0.061925,0.09576,False,-0.059202,0.092086,False,
Co-Cu-Y,mp-1216292,Y4Co3,-0.148959,0.0331,False,-0.141924,0.031181,False,
Co-Cu-Y,mp-1271142,Co,0.010145,0.010145,False,0.0,0.0,True,GAINED
Co-Cu-Y,mp-1294,YCo2,-0.176904,0.0,True,-0.174019,0.0,True,
Co-Cu-Y,mp-2588,YCo3,-0.096144,0.050554,False,-0.15973,0.0,True,GAINED
Co-Cu-Y,mp-2647057,Co,0.089566,0.089566,False,0.090686,0.090686,False,
Co-Cu-Y,mp-2698,YCu2,-0.261059,0.0,True,-0.263593,0.0,True,
Co-Cu-Y,mp-2797,YCu5,-0.190248,0.0,True,-0.17454,0.0,True,
Co-Cu-Y,mp-2827,YCo5,-0.104503,0.011988,False,-0.101078,0.021777,False,
