chemsys,mp_id,formula,mp_form_energy,mp_e_above_hull,mp_on_hull,VASP_form_energy,VASP_e_above_hull,VASP_on_hull,change
Co-Cu-Y,mp-30,Cu,0.0,0.0,True,0.0,0.0,True,
Co-Cu-Y,mp-54,Co,0.0,0.0,True,3.8e-05,3.8e-05,True,
Co-Cu-Y,mp-570718,Y2Co17,-0.092317,0.001918,False,-0.090629,0.00117,False,
Co-Cu-Y,mp-573425,Y8Co5,-0.171517,0.001223,False,-0.164552,0.0,True,GAINED
Co-Cu-Y,mp-616512,Y3Co2,-0.165172,0.01083,False,-0.161196,0.00635,False,
Co-Cu-Y,mp-669382,Co,0.117662,0.117662,False,0.10765,0.10765,False,
Co-Cu-Y,mp-712,YCu,-0.244927,0.013635,False,-0.217504,0.03771,False,
Co-Cu-Y,mp-8053,YCo,-0.193673,0.003528,False,-0.187005,0.0,True,GAINED
Co-Cu-Y,mp-865373,YCo,-0.197201,0.0,True,-0.184177,0.002828,False,LOST
Co-Cu-Y,mp-9,Y,0.023963,0.023963,False,0.024577,0.024577,False,
Co-Cu-Y,mp-989695,Cu,0.005766,0.005766,False,0.017,0.017,False,
Co-Cu-Y,mp-989782,Cu,0.007492,0.007492,False,0.025389,0.025389,False,
Co-Cu-Y,mp-998890,Cu,0.03664,0.03664,False,0.039812,0.039812,False,
Co-Gd-Zn,mp-102,Co,0.016114,0.016114,False,0.019652,0.019652,False,
Co-Gd-Zn,mp-1072089,Co,0.199326,0.199326,False,0.205037,0.205037,False,
Co-Gd-Zn,mp-1076988,GdZn2,-0.390932,0.0,True,-0.375192,0.0,True,
Co-Gd-Zn,mp-1077071,GdCo5,-0.072854,0.0,True,-0.07166,0.018055,False,LOST
Co-Gd-Zn,mp-11421,Gd,0.0876,0.0876,False,0.091168,0.091168,False,
Co-Gd-Zn,mp-1183710,Co,0.005447,0.005447,False,0.002326,0.002326,False,
Co-Gd-Zn,mp-1184460,Gd3Zn,-0.069491,0.11303,False,-0.058251,0.119253,False,
Co-Gd-Zn,mp-1187812,Zn,0.01085,0.01085,False,0.0,0.0,True,GAINED
Co-Gd-Zn,mp-1187951,ZnCo3,0.047224,0.076359,False,0.05831,0.081333,False,
Co-Gd-Zn,mp-1187978,ZnCo,0.036646,0.094916,False,0.046204,0.09225,False,
Co-Gd-Zn,mp-1187993,Zn3Co,-0.051971,0.035434,False,-0.027702,0.041368,False,
Co-Gd-Zn,mp-1192361,Zn11Co2,-0.09861,0.0,True,-0.077925,0.0,True,
Co-Gd-Zn,mp-1193017,Gd6Zn23,-0.308785,0.004499,False,-0.295438,0.0,True,GAINED
Co-Gd-Zn,mp-1193227,Co,0.126341,0.126341,False,0.126565,0.126565,False,
Co-Gd-Zn,mp-1198632,Gd2Zn17,-0.245733,0.005135,False,-0.218637,0.004955,False,
Co-Gd-Zn,mp-1201816,Gd2Co17,0.668625,0.714638,False,-0.070348,0.0,True,GAINED
Co-Gd-Zn,mp-1204825,Gd(Zn10Co)2,-0.168933,0.0,True,-0.159941,0.0,True,
Co-Gd-Zn,mp-1207538,Zn17Co3,-0.08533,0.012352,False,-0.065779,0.01134,False,
Co-Gd-Zn,mp-1215431,ZnCo2,0.020071,0.058917,False,0.025604,0.056302,False,
Co-Gd-Zn,mp-1215897,Zn53Co7,-0.089633,0.0,True,-0.070142,0.0,True,
Co-Gd-Zn,mp-1225806,Gd4Co3,-0.134522,0.0,True,-0.137915,0.0,True,
Co-Gd-Zn,mp-1244987,Zn,0.058375,0.058375,False,0.095024,0.095024,False,
Co-Gd-Zn,mp-1245093,Zn,0.055069,0.055069,False,0.095089,0.095089,False,
Co-Gd-Zn,mp-1245184,Zn,0.048852,0.048852,False,0.084253,0.084253,False,
Co-Gd-Zn,mp-1245266,Zn,0.052316,0.052316,False,0.09062,0.09062,False,
Co-Gd-Zn,mp-1271142,Co,0.010145,0.010145,False,0.0,0.0,True,GAINED
Co-Gd-Zn,mp-155,Gd,0.0,0.0,True,0.0,0.0,True,
Co-Gd-Zn,mp-19981,Gd,0.030212,0.030212,False,0.033975,0.033975,False,
Co-Gd-Zn,mp-2497,GdZn,-0.365043,0.0,True,-0.355007,0.0,True,
Co-Gd-Zn,mp-2646972,Zn,0.005205,0.005205,False,0.036768,0.036768,False,
Co-Gd-Zn,mp-2647057,Co,0.089566,0.089566,False,0.090686,0.090686,False,
Co-Gd-Zn,mp-2647117,Zn,0.071662,0.071662,False,0.102324,0.102324,False,
Co-Gd-Zn,mp-30568,Zn13Co,-0.057106,0.0,True,-0.043708,0.0,True,
Co-Gd-Zn,mp-54,Co,0.0,0.0,True,3.8e-05,3.8e-05,True,
Co-Gd-Zn,mp-542437,Gd2Zn17,-0.250868,0.0,True,-0.223591,0.0,True,
Co-Gd-Zn,mp-542633,GdCo2,1.53201,1.630257,False,-0.142279,0.0,True,GAINED
Co-Gd-Zn,mp-570087,Gd,0.020306,0.020306,False,0.021152,0.021152,False,
Co-Gd-Zn,mp-614502,Gd,0.048381,0.048381,False,0.043918,0.043918,False,
Co-Gd-Zn,mp-669382,Co,0.117662,0.117662,False,0.10765,0.10765,False,
Co-Gd-Zn,mp-79,Zn,0.0,0.0,True,0.005595,0.005595,False,LOST
Co-Gd-Zn,mp-971744,ZnCo3,0.046572,0.075706,False,0.064413,0.087436,False,
Co-Gd-Zn,mp-971948,Zn3Co,-0.036882,0.050523,False,-0.015238,0.053832,False,
Co-Gd-Zn,mp-981215,Zn3Co,-0.054867,0.032537,False,-0.025591,0.043479,False,
Co-Mn-Y,mp-1009133,MnCo,-0.025857,0.0,True,-0.015156,0.0,True,
Co-Mn-Y,mp-102,Co,0.016114,0.016114,False,0.019652,0.019652,False,
Co-Mn-Y,mp-1055908,Mn,0.145445,0.145445,False,0.160365,0.160365,False,
Co-Mn-Y,mp-1057139,Mn,0.65752,0.65752,False,0.672163,0.672163,False,
Co-Mn-Y,mp-1062072,YMn2,0.751583,0.752599,False,0.76544,0.76544,False,
Co-Mn-Y,mp-1072089,Co,0.199326,0.199326,False,0.205037,0.205037,False,
Co-Mn-Y,mp-1103127,YMn2,0.104739,0.105755,False,0.099636,0.099636,False,
Co-Mn-Y,mp-1105598,Y3Co,-0.144205,0.0,True,-0.135824,0.000122,False,LOST
Co-Mn-Y,mp-1106140,Y2Co17,-0.094235,0.0,True,-0.0918,0.0,True,
Co-Mn-Y,mp-112,Y,0.00355,0.00355,False,0.0,0.0,True,GAINED
Co-Mn-Y,mp-1183710,Co,0.005447,0.005447,False,0.002326,0.002326,False,
Co-Mn-Y,mp-1185970,Mn3Co,-0.016073,0.0,True,0.003361,0.010938,False,LOST
Co-Mn-Y,mp-1186063,MnCo3,0.076682,0.08961,False,0.037218,0.044796,False,
Co-Mn-Y,mp-1187717,Y,0.006933,0.006933,False,0.009822,0.009822,False,
Co-Mn-Y,mp-1187739,Y,0.0,0.0,True,0.018676,0.018676,False,LOST
Co-Mn-Y,mp-1188333,Y2Co7,-0.059272,0.077357,False,-0.150952,0.0,True,GAINED
Co-Mn-Y,mp-1188794,Y2Mn5Co12,-0.029751,0.050446,False,-0.024087,0.057564,False,
Co-Mn-Y,mp-1189329,Y3Co,-0.142648,0.001556,False,-0.135946,0.0,True,GAINED
Co-Mn-Y,mp-1191484,Mn,0.806585,0.806585,False,0.82508,0.82508,False,
Co-Mn-Y,mp-1192425,YCo3,-0.105986,0.040712,False,-0.155103,0.004627,False,
Co-Mn-Y,mp-1193227,Co,0.126341,0.126341,False,0.126565,0.126565,False,
Co-Mn-Y,mp-1215953,YMnCo,-0.073308,0.058159,False,-0.061598,0.063071,False,
Co-Mn-Y,mp-1216070,Y2Mn3Co,0.151229,0.232164,False,0.054508,0.131335,False,
Co-Mn-Y,mp-1216254,Y(MnCo)6,-0.003222,0.056121,False,0.001207,0.060876,False,
Co-Mn-Y,mp-1216292,Y4Co3,-0.148959,0.0331,False,-0.141924,0.031181,False,
Co-Mn-Y,mp-1271142,Co,0.010145,0.010145,False,0.0,0.0,True,GAINED
Co-Mn-Y,mp-1294,YCo2,-0.176904,0.0,True,-0.174019,0.0,True,
Co-Mn-Y,mp-1355,Y6Mn23,0.096445,0.097653,False,0.043379,0.043379,False,
Co-Mn-Y,mp-22508,YMn12,-0.001407,0.0,True,0.016417,0.016417,False,LOST
Co-Mn-Y,mp-2588,YCo3,-0.096144,0.050554,False,-0.15973,0.0,True,GAINED
Co-Mn-Y,mp-2647025,Mn,0.052632,0.052632,False,0.074523,0.074523,False,
Co-Mn-Y,mp-2647057,Co,0.089566,0.089566,False,0.090686,0.090686,False,
Co-Mn-Y,mp-2827,YCo5,-0.104503,0.011988,False,-0.101078,0.021777,False,
Co-Mn-Y,mp-35,Mn,0.0,0.0,True,0.0,0.0,True,
Co-Mn-Y,mp-54,Co,0.0,0.0,True,3.8e-05,3.8e-05,True,
Co-Mn-Y,mp-542909,Mn,0.052947,0.052947,False,0.068178,0.068178,False,
Co-Mn-Y,mp-558,YMn2,0.160752,0.161768,False,0.172836,0.172836,False,
Co-Mn-Y,mp-570718,Y2Co17,-0.092317,0.001918,False,-0.090629,0.00117,False,
Co-Mn-Y,mp-573425,Y8Co5,-0.171517,0.001223,False,-0.164552,0.0,True,GAINED
Co-Mn-Y,mp-616512,Y3Co2,-0.165172,0.01083,False,-0.161196,0.00635,False,
Co-Mn-Y,mp-669382,Co,0.117662,0.117662,False,0.10765,0.10765,False,
Co-Mn-Y,mp-8053,YCo,-0.193673,0.003528,False,-0.187005,0.0,True,GAINED
Co-Mn-Y,mp-8634,Mn,0.083098,0.083098,False,0.094943,0.094943,False,
Co-Mn-Y,mp-865373,YCo,-0.197201,0.0,True,-0.184177,0.002828,False,LOST
Co-Mn-Y,mp-9,Y,0.023963,0.023963,False,0.024577,0.024577,False,
Co-Mn-Y,mp-999543,MnCo3,0.084163,0.097092,False,0.037629,0.045207,False,
Co-Ti-Y,mp-102,Co,0.016114,0.016114,False,0.019652,0.019652,False,
Co-Ti-Y,mp-1072089,Co,0.199326,0.199326,False,0.205037,0.205037,False,
Co-Ti-Y,mp-1079863,TiCo3,-0.225042,0.036661,False,-0.221807,0.035718,False,
Co-Ti-Y,mp-1105598,Y3Co,-0.144205,0.0,True,-0.135824,0.000122,False,LOST
Co-Ti-Y,mp-1106140,Y2Co17,-0.094235,0.0,True,-0.0918,0.0,True,
Co-Ti-Y,mp-112,Y,0.00355,0.00355,False,0.0,0.0,True,GAINED
Co-Ti-Y,mp-1183710,Co,0.005447,0.005447,False,0.002326,0.002326,False,
Co-Ti-Y,mp-1187717,Y,0.006933,0.006933,False,0.009822,0.009822,False,
Co-Ti-Y,mp-1187739,Y,0.0,0.0,True,0.018676,0.018676,False,LOST
Co-Ti-Y,mp-1188333,Y2Co7,-0.059272,0.077357,False,-0.150952,0.0,True,GAINED
Co-Ti-Y,mp-1189329,Y3Co,-0.142648,0.001556,False,-0.135946,0.0,True,GAINED
Co-Ti-Y,mp-1191331,Ti2Co,-0.284904,0.0,True,-0.28204,0.0,True,
Co-Ti-Y,mp-1191422,TiCo2,-0.304797,0.003179,False,-0.305994,0.0,True,GAINED
Co-Ti-Y,mp-1192425,YCo3,-0.105986,0.040712,False,-0.155103,0.004627,False,
Co-Ti-Y,mp-1193227,Co,0.126341,0.126341,False,0.126565,0.126565,False,
Co-Ti-Y,mp-1208216,TiCo4,0.727974,0.937336,False,0.737055,0.943074,False,
Co-Ti-Y,mp-1208254,Ti4Co,0.492608,0.66355,False,0.493736,0.66296,False,
Co-Ti-Y,mp-1215991,YTiCo11,-0.134824,0.012407,False,-0.133739,0.0111,False,
Co-Ti-Y,mp-1216292,Y4Co3,-0.148959,0.0331,False,-0.141924,0.031181,False,
Co-Ti-Y,mp-1238818,Ti,0.310308,0.310308,False,0.309075,0.309075,False,
Co-Ti-Y,mp-1244924,Ti,0.183287,0.183287,False,0.182224,0.182224,False,
Co-Ti-Y,mp-1245006,Ti,0.141384,0.141384,False,0.137373,0.137373,False,
Co-Ti-Y,mp-1245164,Ti,0.138332,0.138332,False,0.137808,0.137808,False,
Co-Ti-Y,mp-1245170,Ti,0.169614,0.169614,False,0.168655,0.168655,False,
Co-Ti-Y,mp-1245320,Ti,0.155102,0.155102,False,0.162302,0.162302,False,
Co-Ti-Y,mp-1271142,Co,0.010145,0.010145,False,0.0,0.0,True,GAINED
Co-Ti-Y,mp-1294,YCo2,-0.176904,0.0,True,-0.174019,0.0,True,
Co-Ti-Y,mp-2588,YCo3,-0.096144,0.050554,False,-0.15973,0.0,True,GAINED
Co-Ti-Y,mp-2647057,Co,0.089566,0.089566,False,0.090686,0.090686,False,
Co-Ti-Y,mp-2827,YCo5,-0.104503,0.011988,False,-0.101078,0.021777,False,
Co-Ti-Y,mp-30566,Ti2Co,0.439726,0.724629,False,0.450337,0.732377,False,
Co-Ti-Y,mp-46,Ti,0.004435,0.004435,False,0.005132,0.005132,False,
Co-Ti-Y,mp-54,Co,0.0,0.0,True,3.8e-05,3.8e-05,True,
Co-Ti-Y,mp-570718,Y2Co17,-0.092317,0.001918,False,-0.090629,0.00117,False,
Co-Ti-Y,mp-573425,Y8Co5,-0.171517,0.001223,False,-0.164552,0.0,True,GAINED
Co-Ti-Y,mp-608,TiCo3,-0.261703,0.0,True,-0.257524,0.0,True,
Co-Ti-Y,mp-616512,Y3Co2,-0.165172,0.01083,False,-0.161196,0.00635,False,
Co-Ti-Y,mp-669382,Co,0.117662,0.117662,False,0.10765,0.10765,False,
Co-Ti-Y,mp-695,TiCo2,-0.302375,0.005601,False,-0.301887,0.004107,False,
Co-Ti-Y,mp-6985,Ti,0.061963,0.061963,False,0.066316,0.066316,False,
Co-Ti-Y,mp-72,Ti,0.0,0.0,True,0.0,0.0,True,
Co-Ti-Y,mp-73,Ti,0.112036,0.112036,False,0.115654,0.115654,False,
Co-Ti-Y,mp-8053,YCo,-0.193673,0.003528,False,-0.187005,0.0,True,GAINED
Co-Ti-Y,mp-823,TiCo,-0.40052,0.0,True,-0.396061,0.0,True,
Co-Ti-Y,mp-865373,YCo,-0.197201,0.0,True,-0.184177,0.002828,False,LOST
Co-Ti-Y,mp-9,Y,0.023963,0.023963,False,0.024577,0.024577,False,
Co-Ti-Y,mp-999484,YTi,0.364475,0.364475,False,0.369009,0.369009,False,
Co-V-Y,mp-1002109,VCo,-0.086133,0.098219,False,-0.085615,0.099837,False,
Co-V-Y,mp-1017529,VCo3,-0.169152,0.003333,False,-0.170552,0.005606,False,
Co-V-Y,mp-102,Co,0.016114,0.016114,False,0.019652,0.019652,False,
Co-V-Y,mp-1072089,Co,0.199326,0.199326,False,0.205037,0.205037,False,
Co-V-Y,mp-1095057,VCo3,-0.165672,0.006813,False,-0.169697,0.006462,False,
Co-V-Y,mp-1105598,Y3Co,-0.144205,0.0,True,-0.135824,0.000122,False,LOST
Co-V-Y,mp-1106140,Y2Co17,-0.094235,0.0,True,-0.0918,0.0,True,
Co-V-Y,mp-112,Y,0.00355,0.00355,False,0.0,0.0,True,GAINED
Co-V-Y,mp-1183710,Co,0.005447,0.005447,False,0.002326,0.002326,False,
Co-V-Y,mp-1187717,Y,0.006933,0.006933,False,0.009822,0.009822,False,
Co-V-Y,mp-1187739,Y,0.0,0.0,True,0.018676,0.018676,False,LOST
Co-V-Y,mp-1188333,Y2Co7,-0.059272,0.077357,False,-0.150952,0.0,True,GAINED
Co-V-Y,mp-1189329,Y3Co,-0.142648,0.001556,False,-0.135946,0.0,True,GAINED
Co-V-Y,mp-1192425,YCo3,-0.105986,0.040712,False,-0.155103,0.004627,False,
Co-V-Y,mp-1193227,Co,0.126341,0.126341,False,0.126565,0.126565,False,
Co-V-Y,mp-1216182,Y(VCo5)2,-0.092696,0.062901,False,-0.093141,0.069001,False,
Co-V-Y,mp-1216183,Y3VCo8,-0.135122,0.043691,False,-0.142343,0.034553,False,
Co-V-Y,mp-1216292,Y4Co3,-0.148959,0.0331,False,-0.141924,0.031181,False,
Co-V-Y,mp-1216400,VCo4,0.050842,0.188829,False,0.03535,0.176277,False,
Co-V-Y,mp-1216405,VCo3,0.047773,0.220258,False,0.056543,0.232702,False,
Co-V-Y,mp-1271142,Co,0.010145,0.010145,False,0.0,0.0,True,GAINED
Co-V-Y,mp-1294,YCo2,-0.176904,0.0,True,-0.174019,0.0,True,
Co-V-Y,mp-146,V,0.0,0.0,True,0.0,0.0,True,
Co-V-Y,mp-1585,V3Co,-0.196219,0.0,True,-0.194746,0.0,True,
Co-V-Y,mp-2588,YCo3,-0.096144,0.050554,False,-0.15973,0.0,True,GAINED
Co-V-Y,mp-2647057,Co,0.089566,0.089566,False,0.090686,0.090686,False,
Co-V-Y,mp-2647074,V,0.253785,0.253785,False,0.252177,0.252177,False,
Co-V-Y,mp-2827,YCo5,-0.104503,0.011988,False,-0.101078,0.021777,False,
Co-V-Y,mp-54,Co,0.0,0.0,True,3.8e-05,3.8e-05,True,
Co-V-Y,mp-542614,VCo3,-0.172485,0.0,True,-0.176159,0.0,True,
Co-V-Y,mp-570718,Y2Co17,-0.092317,0.001918,False,-0.090629,0.00117,False,
Co-V-Y,mp-573425,Y8Co5,-0.171517,0.001223,False,-0.164552,0.0,True,GAINED
Co-V-Y,mp-616512,Y3Co2,-0.165172,0.01083,False,-0.161196,0.00635,False,
Co-V-Y,mp-669382,Co,0.117662,0.117662,False,0.10765,0.10765,False,
Co-V-Y,mp-680599,VCo3,0.993776,1.166261,False,0.993172,1.169331,False,
Co-V-Y,mp-8053,YCo,-0.193673,0.003528,False,-0.187005,0.0,True,GAINED
Co-V-Y,mp-8632,V,0.24714,0.24714,False,0.236842,0.236842,False,
Co-V-Y,mp-865373,YCo,-0.197201,0.0,True,-0.184177,0.002828,False,LOST
Co-V-Y,mp-9,Y,0.023963,0.023963,False,0.024577,0.024577,False,
Cr-Fe-Y,mp-1008282,Cr3Fe,0.126792,0.126792,False,0.112209,0.112209,False,
Cr-Fe-Y,mp-1008285,Cr3Fe,0.259411,0.259411,False,0.241833,0.241833,False,
Cr-Fe-Y,mp-1017511,Cr3Fe,0.270225,0.270225,False,0.255313,0.255313,False,
Cr-Fe-Y,mp-1018067,CrFe3,0.063674,0.063674,False,0.056093,0.056093,False,
Cr-Fe-Y,mp-1018081,CrFe3,0.050003,0.050003,False,0.041632,0.041632,False,
Cr-Fe-Y,mp-1059289,Cr,0.335908,0.335908,False,0.310405,0.310405,False,
Cr-Fe-Y,mp-1077708,Cr2Fe,0.289243,0.289243,False,0.282452,0.282452,False,
Cr-Fe-Y,mp-1096950,Fe,0.476699,0.476699,False,0.470606,0.470606,False,
Cr-Fe-Y,mp-1102392,YFe3,-0.060966,0.0,True,-0.066008,0.0,True,
Cr-Fe-Y,mp-1104222,YFe12,0.000626,0.020265,False,0.003046,0.023356,False,
Cr-Fe-Y,mp-1104258,Y(CrFe2)4,0.004982,0.024621,False,-0.000902,0.019408,False,
Cr-Fe-Y,mp-1105569,Y2Fe17,-0.006642,0.020232,False,-0.007568,0.020225,False,
Cr-Fe-Y,mp-112,Y,0.00355,0.00355,False,0.0,0.0,True,GAINED
Cr-Fe-Y,mp-11385,YFe5,-0.04255,0.0,True,-0.043118,0.000887,False,LOST
Cr-Fe-Y,mp-1178773,YFe2,-0.060391,0.002047,False,-0.060883,0.000824,False,
Cr-Fe-Y,mp-1178900,YFe2,-0.059446,0.002992,False,-0.061707,0.0,True,GAINED
Cr-Fe-Y,mp-1187717,Y,0.006933,0.006933,False,0.009822,0.009822,False,
Cr-Fe-Y,mp-1187739,Y,0.0,0.0,True,0.018676,0.018676,False,LOST
Cr-Fe-Y,mp-1192321,YFe3,-0.060356,0.00061,False,-0.060179,0.005829,False,
Cr-Fe-Y,mp-1192789,Cr,0.263578,0.263578,False,0.240158,0.240158,False,
Cr-Fe-Y,mp-1194030,Fe,0.175289,0.175289,False,0.172779,0.172779,False,
Cr-Fe-Y,mp-1196012,Y2Fe17,-0.007878,0.018996,False,-0.0079,0.019892,False,
Cr-Fe-Y,mp-1207800,Y2Cr2Fe15,0.011564,0.038438,False,0.008026,0.035819,False,
Cr-Fe-Y,mp-1216029,YCrFe11,-0.01447,0.005168,False,-0.014171,0.006139,False,
Cr-Fe-Y,mp-1216062,YCr5Fe7,0.02781,0.047449,False,0.019588,0.039898,False,
Cr-Fe-Y,mp-1216159,Y(CrFe5)2,0.006,0.025638,False,0.00321,0.02352,False,
Cr-Fe-Y,mp-1216176,Y(CrFe3)3,0.003451,0.02309,False,-0.000612,0.019698,False,
Cr-Fe-Y,mp-1226211,CrFe,0.092834,0.092834,False,0.082087,0.082087,False,
Cr-Fe-Y,mp-1226230,CrFe4,0.029958,0.029958,False,0.024062,0.024062,False,
Cr-Fe-Y,mp-1245108,Fe,0.279455,0.279455,False,0.255747,0.255747,False,
Cr-Fe-Y,mp-1271068,Fe,0.01707,0.01707,False,0.0,0.0,True,GAINED
Cr-Fe-Y,mp-1271128,Fe,0.099135,0.099135,False,0.111556,0.111556,False,
Cr-Fe-Y,mp-1271198,Fe,0.054992,0.054992,False,0.162432,0.162432,False,
Cr-Fe-Y,mp-13,Fe,0.0,0.0,True,0.000182,0.000182,False,LOST
Cr-Fe-Y,mp-13412,Y3Fe29,-0.002934,0.021,False,-0.003735,0.021018,False,
Cr-Fe-Y,mp-136,Fe,0.097806,0.097806,False,0.103732,0.103732,False,
Cr-Fe-Y,mp-150,Fe,0.148365,0.148365,False,0.157182,0.157182,False,
Cr-Fe-Y,mp-1570,YFe2,-0.062438,0.0,True,-0.060942,0.000765,False,LOST
Cr-Fe-Y,mp-17,Cr,0.081128,0.081128,False,0.060141,0.060141,False,
Cr-Fe-Y,mp-30641,Y6Fe23,-0.04159,0.00985,False,-0.041713,0.012914,False,
Cr-Fe-Y,mp-568345,Fe,0.761412,0.761412,False,0.759141,0.759141,False,
Cr-Fe-Y,mp-8633,Cr,0.402526,0.402526,False,0.389809,0.389809,False,
Cr-Fe-Y,mp-89,Cr,0.42034,0.42034,False,0.396013,0.396013,False,
Cr-Fe-Y,mp-9,Y,0.023963,0.023963,False,0.024577,0.024577,False,
Cr-Fe-Y,mp-90,Cr,0.0,0.0,True,0.0,0.0,True,
Cu-Fe-Y,mp-1010136,Cu,0.035708,0.035708,False,0.035523,0.035523,False,
Cu-Fe-Y,mp-1056079,Cu,1.982934,1.982934,False,2.047267,2.047267,False,
Cu-Fe-Y,mp-1059259,Cu,0.142906,0.142906,False,0.150243,0.150243,False,
Cu-Fe-Y,mp-1077241,YCu2,-0.154954,0.106105,False,-0.160403,0.10319,False,
Cu-Fe-Y,mp-1080443,YCu,-0.258562,0.0,True,-0.255215,0.0,True,
Cu-Fe-Y,mp-1096950,Fe,0.476699,0.476699,False,0.470606,0.470606,False,
Cu-Fe-Y,mp-1102392,YFe3,-0.060966,0.0,True,-0.066008,0.0,True,
Cu-Fe-Y,mp-1102436,YCu2,-0.187613,0.073446,False,-0.189315,0.074277,False,
Cu-Fe-Y,mp-1104222,YFe12,0.000626,0.020265,False,0.003046,0.023356,False,
Cu-Fe-Y,mp-1105569,Y2Fe17,-0.006642,0.020232,False,-0.007568,0.020225,False,
Cu-Fe-Y,mp-112,Y,0.00355,0.00355,False,0.0,0.0,True,GAINED
Cu-Fe-Y,mp-1120774,Cu,0.159117,0.159117,False,0.174446,0.174446,False,
Cu-Fe-Y,mp-11385,YFe5,-0.04255,0.0,True,-0.043118,0.000887,False,LOST
Cu-Fe-Y,mp-1178773,YFe2,-0.060391,0.002047,False,-0.060883,0.000824,False,
Cu-Fe-Y,mp-1178900,YFe2,-0.059446,0.002992,False,-0.061707,0.0,True,GAINED
Cu-Fe-Y,mp-1184260,Fe3Cu,0.180964,0.180964,False,0.151683,0.151683,False,
Cu-Fe-Y,mp-1184311,Fe3Cu,0.132275,0.132275,False,0.132288,0.132288,False,
Cu-Fe-Y,mp-1184444,FeCu3,0.181251,0.181251,False,0.180138,0.180138,False,
Cu-Fe-Y,mp-1187717,Y,0.006933,0.006933,False,0.009822,0.009822,False,
Cu-Fe-Y,mp-1187739,Y,0.0,0.0,True,0.018676,0.018676,False,LOST
Cu-Fe-Y,mp-1190402,Y2Cu3,0.346416,0.606476,False,0.347755,0.607997,False,
Cu-Fe-Y,mp-1192321,YFe3,-0.060356,0.00061,False,-0.060179,0.005829,False,
Cu-Fe-Y,mp-1194030,Fe,0.175289,0.175289,False,0.172779,0.172779,False,
Cu-Fe-Y,mp-1196012,Y2Fe17,-0.007878,0.018996,False,-0.0079,0.019892,False,
Cu-Fe-Y,mp-1215980,YFeCu,-0.037498,0.135159,False,-0.038436,0.135479,False,
Cu-Fe-Y,mp-1224945,FeCu,0.17183,0.17183,False,0.172649,0.172649,False,
Cu-Fe-Y,mp-1224953,FeCu3,0.105512,0.105512,False,0.108344,0.108344,False,
Cu-Fe-Y,mp-1224977,FeCu4,0.061599,0.061599,False,0.084703,0.084703,False,
Cu-Fe-Y,mp-1225131,Fe3Cu,0.070401,0.070401,False,0.068645,0.068645,False,
Cu-Fe-Y,mp-1245108,Fe,0.279455,0.279455,False,0.255747,0.255747,False,
Cu-Fe-Y,mp-1271068,Fe,0.01707,0.01707,False,0.0,0.0,True,GAINED
Cu-Fe-Y,mp-1271128,Fe,0.099135,0.099135,False,0.111556,0.111556,False,
Cu-Fe-Y,mp-1271198,Fe,0.054992,0.054992,False,0.162432,0.162432,False,
Cu-Fe-Y,mp-13,Fe,0.0,0.0,True,0.000182,0.000182,False,LOST
Cu-Fe-Y,mp-13412,Y3Fe29,-0.002934,0.021,False,-0.003735,0.021018,False,
Cu-Fe-Y,mp-136,Fe,0.097806,0.097806,False,0.103732,0.103732,False,
Cu-Fe-Y,mp-150,Fe,0.148365,0.148365,False,0.157182,0.157182,False,
Cu-Fe-Y,mp-1570,YFe2,-0.062438,0.0,True,-0.060942,0.000765,False,LOST
Cu-Fe-Y,mp-2698,YCu2,-0.261059,0.0,True,-0.263593,0.0,True,
Cu-Fe-Y,mp-2797,YCu5,-0.190248,0.0,True,-0.17454,0.0,True,
Cu-Fe-Y,mp-30,Cu,0.0,0.0,True,0.0,0.0,True,
Cu-Fe-Y,mp-30641,Y6Fe23,-0.04159,0.00985,False,-0.041713,0.012914,False,
Cu-Fe-Y,mp-568345,Fe,0.761412,0.761412,False,0.759141,0.759141,False,
Cu-Fe-Y,mp-712,YCu,-0.244927,0.013635,False,-0.217504,0.03771,False,
Cu-Fe-Y,mp-9,Y,0.023963,0.023963,False,0.024577,0.024577,False,
Cu-Fe-Y,mp-989695,Cu,0.005766,0.005766,False,0.017,0.017,False,
Cu-Fe-Y,mp-989782,Cu,0.007492,0.007492,False,0.025389,0.025389,False,
Cu-Fe-Y,mp-998890,Cu,0.03664,0.03664,False,0.039812,0.039812,False,
Fe-Mn-Y,mp-1009134,MnFe,0.092559,0.092559,False,0.043854,0.043854,False,
Fe-Mn-Y,mp-1055908,Mn,0.145445,0.145445,False,0.160365,0.160365,False,
Fe-Mn-Y,mp-1057139,Mn,0.65752,0.65752,False,0.672163,0.672163,False,
Fe-Mn-Y,mp-1062072,YMn2,0.751583,0.752599,False,0.76544,0.76544,False,
Fe-Mn-Y,mp-1096950,Fe,0.476699,0.476699,False,0.470606,0.470606,False,
Fe-Mn-Y,mp-1102392,YFe3,-0.060966,0.0,True,-0.066008,0.0,True,
Fe-Mn-Y,mp-1103127,YMn2,0.104739,0.105755,False,0.099636,0.099636,False,
Fe-Mn-Y,mp-1104222,YFe12,0.000626,0.020265,False,0.003046,0.023356,False,
Fe-Mn-Y,mp-1105569,Y2Fe17,-0.006642,0.020232,False,-0.007568,0.020225,False,
Fe-Mn-Y,mp-112,Y,0.00355,0.00355,False,0.0,0.0,True,GAINED
