chemsys,mp_id,formula,mp_form_energy,mp_e_above_hull,mp_on_hull,MatterSim_form_energy,MatterSim_e_above_hull,MatterSim_on_hull,change
Ni-Ti,mp-1067475,TiNi,-0.324109,0.071746,False,-0.386636,0.024257,False,
Ni-Ti,mp-1094136,Ni,0.739852,0.739852,False,0.775805,0.775805,False,
Ni-Ti,mp-1179013,TiNi,-0.385805,0.01005,False,-0.394952,0.015941,False,
Ni-Ti,mp-1187671,Ti3Ni,-0.076653,0.131343,False,-0.153508,0.087814,False,
Ni-Ti,mp-1189328,TiNi,-0.37349,0.022365,False,-0.39153,0.019363,False,
Ni-Ti,mp-1190013,TiNi,-0.361284,0.034571,False,-0.389742,0.021152,False,
Ni-Ti,mp-1216890,TiNi,-0.099395,0.29646,False,-0.120081,0.290812,False,
Ni-Ti,mp-1238818,Ti,0.310308,0.310308,False,0.159687,0.159687,False,
Ni-Ti,mp-1244924,Ti,0.183287,0.183287,False,0.107772,0.107772,False,
Ni-Ti,mp-1245006,Ti,0.141384,0.141384,False,0.076881,0.076881,False,
Ni-Ti,mp-1245164,Ti,0.138332,0.138332,False,0.088067,0.088067,False,
Ni-Ti,mp-1245170,Ti,0.169614,0.169614,False,0.091791,0.091791,False,
Ni-Ti,mp-1245320,Ti,0.155102,0.155102,False,0.096132,0.096132,False,
Ni-Ti,mp-1246134,Ni,0.409911,0.409911,False,0.432487,0.432487,False,
Ni-Ti,mp-1409,TiNi3,-0.482795,0.0,True,-0.46849,0.0,True,
Ni-Ti,mp-1808,Ti2Ni,-0.277329,0.0,True,-0.321762,0.0,True,
Ni-Ti,mp-23,Ni,0.0,0.0,True,0.0,0.0,True,
Ni-Ti,mp-2716,TiNi,-0.371092,0.024763,False,-0.390625,0.020269,False,
Ni-Ti,mp-46,Ti,0.004435,0.004435,False,0.0,0.0,True,GAINED
Ni-Ti,mp-567653,Ti3Ni4,-0.412998,0.007697,False,-0.449092,0.0,True,GAINED
Ni-Ti,mp-571,TiNi,-0.347361,0.048494,False,-0.386644,0.02425,False,
Ni-Ti,mp-597,TiNi,-0.373154,0.022701,False,-0.391527,0.019367,False,
Ni-Ti,mp-603347,TiNi,-0.378451,0.017404,False,-0.397178,0.013715,False,
Ni-Ti,mp-640189,TiNi,-0.376887,0.018968,False,-0.394985,0.015908,False,
Ni-Ti,mp-6985,Ti,0.061963,0.061963,False,0.008173,0.008173,False,
Ni-Ti,mp-72,Ti,0.0,0.0,True,0.049027,0.049027,False,LOST
Ni-Ti,mp-73,Ti,0.112036,0.112036,False,0.044312,0.044312,False,
Ni-Ti,mp-981209,Ti3Ni,-0.078961,0.129035,False,-0.138142,0.103179,False,
Ni-Ti,mp-998945,TiNi,-0.329214,0.066641,False,-0.386643,0.024251,False,
Ni-V,mp-1008728,Ni,0.09556,0.09556,False,0.088269,0.088269,False,
Ni-V,mp-1014111,Ni,0.620239,0.620239,False,0.586471,0.586471,False,
Ni-V,mp-10257,Ni,0.026142,0.026142,False,0.003315,0.003315,False,
Ni-V,mp-1094136,Ni,0.739852,0.739852,False,0.775805,0.775805,False,
Ni-V,mp-11531,VNi2,-0.242251,0.0,True,-0.228789,0.015631,False,LOST
Ni-V,mp-1216313,VNi,-0.012796,0.195264,False,-0.053183,0.165056,False,
Ni-V,mp-1216314,VNi3,-0.095559,0.146584,False,-0.087783,0.169729,False,
Ni-V,mp-1216317,VNi3,-0.024998,0.217145,False,0.000295,0.257807,False,
Ni-V,mp-1216708,V3Ni2,-0.187545,0.0,True,-0.198246,0.004284,False,LOST
Ni-V,mp-1246134,Ni,0.409911,0.409911,False,0.432487,0.432487,False,
Ni-V,mp-146,V,0.0,0.0,True,0.0,0.0,True,
Ni-V,mp-171,VNi3,-0.242144,0.0,True,-0.257512,0.0,True,
Ni-V,mp-23,Ni,0.0,0.0,True,0.0,0.0,True,
Ni-V,mp-2647074,V,0.253785,0.253785,False,0.25646,0.25646,False,
Ni-V,mp-7226,V3Ni,-0.156231,0.0,True,-0.178966,0.0,True,
Ni-V,mp-8632,V,0.24714,0.24714,False,0.255115,0.255115,False,
Ni-Y,mp-1008728,Ni,0.09556,0.09556,False,0.088269,0.088269,False,
Ni-Y,mp-1014111,Ni,0.620239,0.620239,False,0.586471,0.586471,False,
Ni-Y,mp-1019,YNi2,-0.417366,0.005394,False,-0.433057,2.1e-05,True,GAINED
Ni-Y,mp-10257,Ni,0.026142,0.026142,False,0.003315,0.003315,False,
Ni-Y,mp-1094136,Ni,0.739852,0.739852,False,0.775805,0.775805,False,
Ni-Y,mp-1105633,Y3Ni,-0.239335,0.0,True,-0.263876,0.0,True,
Ni-Y,mp-112,Y,0.00355,0.00355,False,5e-06,5e-06,True,GAINED
Ni-Y,mp-1187717,Y,0.006933,0.006933,False,3e-06,3e-06,True,GAINED
Ni-Y,mp-1187739,Y,0.0,0.0,True,3e-06,3e-06,True,
Ni-Y,mp-1196175,Y2Ni17,-0.194155,0.007135,False,-0.188223,0.014076,False,
Ni-Y,mp-1200338,Y15Ni32,-0.421988,0.0,True,-0.432077,0.0,True,
Ni-Y,mp-1201276,Y2Ni7,-0.372718,0.008522,False,-0.377153,0.0,True,GAINED
Ni-Y,mp-1207883,Y4Ni,0.2477,0.439168,False,0.20909,0.42019,False,
Ni-Y,mp-1246134,Ni,0.409911,0.409911,False,0.432487,0.432487,False,
Ni-Y,mp-1364,YNi,-0.431825,0.0,True,-0.444846,0.0,True,
Ni-Y,mp-2152,YNi5,-0.318709,0.0,True,-0.320307,0.0,True,
Ni-Y,mp-23,Ni,0.0,0.0,True,0.0,0.0,True,
Ni-Y,mp-569196,YNi3,-0.3951,0.0,True,-0.400338,0.0,True,
Ni-Y,mp-574339,Y2Ni7,-0.38124,0.0,True,-0.37715,3e-06,True,
Ni-Y,mp-582134,Y3Ni2,-0.355962,0.0,True,-0.37082,0.001638,False,LOST
Ni-Y,mp-9,Y,0.023963,0.023963,False,0.0,0.0,True,GAINED
Ti-Y,mp-112,Y,0.00355,0.00355,False,5e-06,5e-06,True,GAINED
Ti-Y,mp-1187717,Y,0.006933,0.006933,False,3e-06,3e-06,True,GAINED
Ti-Y,mp-1187739,Y,0.0,0.0,True,3e-06,3e-06,True,
Ti-Y,mp-1238818,Ti,0.310308,0.310308,False,0.159687,0.159687,False,
Ti-Y,mp-1244924,Ti,0.183287,0.183287,False,0.107772,0.107772,False,
Ti-Y,mp-1245006,Ti,0.141384,0.141384,False,0.076881,0.076881,False,
Ti-Y,mp-1245164,Ti,0.138332,0.138332,False,0.088067,0.088067,False,
Ti-Y,mp-1245170,Ti,0.169614,0.169614,False,0.091791,0.091791,False,
Ti-Y,mp-1245320,Ti,0.155102,0.155102,False,0.096132,0.096132,False,
Ti-Y,mp-46,Ti,0.004435,0.004435,False,0.0,0.0,True,GAINED
Ti-Y,mp-6985,Ti,0.061963,0.061963,False,0.008173,0.008173,False,
Ti-Y,mp-72,Ti,0.0,0.0,True,0.049027,0.049027,False,LOST
Ti-Y,mp-73,Ti,0.112036,0.112036,False,0.044312,0.044312,False,
Ti-Y,mp-9,Y,0.023963,0.023963,False,0.0,0.0,True,GAINED
Ti-Y,mp-999484,YTi,0.364475,0.364475,False,0.338016,0.338016,False,
Y-Zn,mp-1072382,YZn2,-0.351025,0.022266,False,-0.34667,0.016285,False,
Y-Zn,mp-1095495,YZn2,-0.342972,0.030318,False,-0.359688,0.003267,False,
Y-Zn,mp-1103536,Y3Zn11,-0.349104,0.0,True,-0.348188,0.0,True,
Y-Zn,mp-112,Y,0.00355,0.00355,False,5e-06,5e-06,True,GAINED
Y-Zn,mp-1187717,Y,0.006933,0.006933,False,3e-06,3e-06,True,GAINED
Y-Zn,mp-1187739,Y,0.0,0.0,True,3e-06,3e-06,True,
Y-Zn,mp-1187812,Zn,0.01085,0.01085,False,0.001415,0.001415,False,
Y-Zn,mp-1189228,Y2Zn3,0.159525,0.530211,False,0.099688,0.465519,False,
Y-Zn,mp-1192854,Y6Zn23,-0.325372,0.016967,False,-0.310853,0.029207,False,
Y-Zn,mp-1200992,Y2Zn17,-0.245743,0.003546,False,-0.227119,0.001141,False,
Y-Zn,mp-1202791,YZn5,-0.284993,0.020514,False,-0.267922,0.027883,False,
Y-Zn,mp-1244987,Zn,0.058375,0.058375,False,0.050654,0.050654,False,
Y-Zn,mp-1245093,Zn,0.055069,0.055069,False,0.051379,0.051379,False,
Y-Zn,mp-1245184,Zn,0.048852,0.048852,False,0.049276,0.049276,False,
Y-Zn,mp-1245266,Zn,0.052316,0.052316,False,0.051876,0.051876,False,
Y-Zn,mp-17639,Y2Zn17,-0.249289,0.0,True,-0.228259,0.0,True,
Y-Zn,mp-179,YZn,-0.088154,0.278624,False,-0.09321,0.276933,False,
Y-Zn,mp-2516,YZn,-0.366779,0.0,True,-0.370143,0.0,True,
Y-Zn,mp-2646972,Zn,0.005205,0.005205,False,0.004172,0.004172,False,
Y-Zn,mp-2647117,Zn,0.071662,0.071662,False,0.046178,0.046178,False,
Y-Zn,mp-30884,YZn3,-0.376546,0.0,True,-0.359361,0.0,True,
Y-Zn,mp-30885,YZn5,-0.295678,0.009829,False,-0.283294,0.012511,False,
Y-Zn,mp-30886,YZn12,-0.185829,0.0,True,-0.180144,0.0,True,
Y-Zn,mp-79,Zn,0.0,0.0,True,0.0,0.0,True,
Y-Zn,mp-9,Y,0.023963,0.023963,False,0.0,0.0,True,GAINED
Co-Cu-Y,mp-1010136,Cu,0.035708,0.035708,False,0.035359,0.035359,False,
Co-Cu-Y,mp-102,Co,0.016114,0.016114,False,0.009481,0.009481,False,
Co-Cu-Y,mp-1056079,Cu,1.982934,1.982934,False,1.958183,1.958183,False,
Co-Cu-Y,mp-1059259,Cu,0.142906,0.142906,False,0.152877,0.152877,False,
Co-Cu-Y,mp-1072089,Co,0.199326,0.199326,False,0.179613,0.179613,False,
Co-Cu-Y,mp-1077241,YCu2,-0.154954,0.106105,False,-0.27975,0.0,True,GAINED
Co-Cu-Y,mp-1080443,YCu,-0.258562,0.0,True,-0.273073,0.0,True,
Co-Cu-Y,mp-1093698,Y2CoCu,2.254101,2.481983,False,1.85014,2.117524,False,
Co-Cu-Y,mp-1102436,YCu2,-0.187613,0.073446,False,-0.269483,0.010267,False,
Co-Cu-Y,mp-1105598,Y3Co,-0.144205,0.0,True,-0.192922,0.0,True,
Co-Cu-Y,mp-1106140,Y2Co17,-0.094235,0.0,True,-0.131555,0.0,True,
Co-Cu-Y,mp-112,Y,0.00355,0.00355,False,5e-06,5e-06,True,GAINED
Co-Cu-Y,mp-1120774,Cu,0.159117,0.159117,False,0.13668,0.13668,False,
Co-Cu-Y,mp-1183710,Co,0.005447,0.005447,False,0.004962,0.004962,False,
Co-Cu-Y,mp-1183752,Co3Cu,0.118587,0.118587,False,0.075389,0.075389,False,
Co-Cu-Y,mp-1187717,Y,0.006933,0.006933,False,3e-06,3e-06,True,GAINED
Co-Cu-Y,mp-1187739,Y,0.0,0.0,True,3e-06,3e-06,True,
Co-Cu-Y,mp-1188333,Y2Co7,-0.059272,0.077357,False,-0.209852,0.0,True,GAINED
Co-Cu-Y,mp-1189329,Y3Co,-0.142648,0.001556,False,-0.192914,8e-06,True,GAINED
Co-Cu-Y,mp-1190402,Y2Cu3,0.346416,0.606476,False,-0.120119,0.15696,False,
Co-Cu-Y,mp-1192425,YCo3,-0.105986,0.040712,False,-0.225454,0.0,True,GAINED
Co-Cu-Y,mp-1193227,Co,0.126341,0.126341,False,0.119397,0.119397,False,
Co-Cu-Y,mp-1199930,Y2Co14Cu3,-0.024529,0.077482,False,-0.079616,0.049249,False,
Co-Cu-Y,mp-1216214,Y2(CoCu)5,-0.061925,0.09576,False,-0.111023,0.067387,False,
Co-Cu-Y,mp-1216292,Y4Co3,-0.148959,0.0331,False,-0.197864,0.044181,False,
Co-Cu-Y,mp-1271142,Co,0.010145,0.010145,False,1e-06,1e-06,True,GAINED
Co-Cu-Y,mp-1294,YCo2,-0.176904,0.0,True,-0.231809,0.005725,False,LOST
Co-Cu-Y,mp-2588,YCo3,-0.096144,0.050554,False,-0.225399,5.4e-05,True,GAINED
Co-Cu-Y,mp-2647057,Co,0.089566,0.089566,False,0.089122,0.089122,False,
Co-Cu-Y,mp-2698,YCu2,-0.261059,0.0,True,-0.266849,0.012901,False,LOST
Co-Cu-Y,mp-2797,YCu5,-0.190248,0.0,True,-0.184158,0.0,True,
Co-Cu-Y,mp-2827,YCo5,-0.104503,0.011988,False,-0.17204,0.000622,False,
Co-Cu-Y,mp-30,Cu,0.0,0.0,True,0.0,0.0,True,
Co-Cu-Y,mp-54,Co,0.0,0.0,True,0.0,0.0,True,
Co-Cu-Y,mp-570718,Y2Co17,-0.092317,0.001918,False,-0.130144,0.001411,False,
Co-Cu-Y,mp-573425,Y8Co5,-0.171517,0.001223,False,-0.21016,0.019794,False,
Co-Cu-Y,mp-616512,Y3Co2,-0.165172,0.01083,False,-0.212374,0.021812,False,
Co-Cu-Y,mp-669382,Co,0.117662,0.117662,False,0.088746,0.088746,False,
Co-Cu-Y,mp-712,YCu,-0.244927,0.013635,False,-0.241812,0.031262,False,
Co-Cu-Y,mp-8053,YCo,-0.193673,0.003528,False,-0.242672,0.019022,False,
Co-Cu-Y,mp-865373,YCo,-0.197201,0.0,True,-0.261694,0.0,True,
Co-Cu-Y,mp-9,Y,0.023963,0.023963,False,0.0,0.0,True,GAINED
Co-Cu-Y,mp-989695,Cu,0.005766,0.005766,False,0.00025,0.00025,False,
Co-Cu-Y,mp-989782,Cu,0.007492,0.007492,False,0.000483,0.000483,False,
Co-Cu-Y,mp-998890,Cu,0.03664,0.03664,False,0.035611,0.035611,False,
Co-Gd-Zn,mp-102,Co,0.016114,0.016114,False,0.009481,0.009481,False,
Co-Gd-Zn,mp-1072089,Co,0.199326,0.199326,False,0.179613,0.179613,False,
Co-Gd-Zn,mp-1076988,GdZn2,-0.390932,0.0,True,0.955666,1.075214,False,LOST
Co-Gd-Zn,mp-1077071,GdCo5,-0.072854,0.0,True,0.796755,0.894908,False,LOST
Co-Gd-Zn,mp-11421,Gd,0.0876,0.0876,False,0.069435,0.069435,False,
Co-Gd-Zn,mp-1183710,Co,0.005447,0.005447,False,0.004962,0.004962,False,
Co-Gd-Zn,mp-1184460,Gd3Zn,-0.069491,0.11303,False,-0.136445,0.0,True,GAINED
Co-Gd-Zn,mp-1187812,Zn,0.01085,0.01085,False,0.001415,0.001415,False,
Co-Gd-Zn,mp-1187951,ZnCo3,0.047224,0.076359,False,-0.012419,0.010595,False,
Co-Gd-Zn,mp-1187978,ZnCo,0.036646,0.094916,False,-0.003104,0.042923,False,
Co-Gd-Zn,mp-1187993,Zn3Co,-0.051971,0.035434,False,-0.068279,0.000762,False,
Co-Gd-Zn,mp-1192361,Zn11Co2,-0.09861,0.0,True,-0.077329,0.0,True,
Co-Gd-Zn,mp-1193017,Gd6Zn23,-0.308785,0.004499,False,0.692372,0.766574,False,
Co-Gd-Zn,mp-1193227,Co,0.126341,0.126341,False,0.119397,0.119397,False,
Co-Gd-Zn,mp-1198632,Gd2Zn17,-0.245733,0.005135,False,0.288207,0.325959,False,
Co-Gd-Zn,mp-1201816,Gd2Co17,0.668625,0.714638,False,0.490174,0.552165,False,
Co-Gd-Zn,mp-1204825,Gd(Zn10Co)2,-0.168933,0.0,True,0.075994,0.147732,False,LOST
Co-Gd-Zn,mp-1207538,Zn17Co3,-0.08533,0.012352,False,-0.066646,0.009962,False,
Co-Gd-Zn,mp-1215431,ZnCo2,0.020071,0.058917,False,-0.011221,0.019464,False,
Co-Gd-Zn,mp-1215897,Zn53Co7,-0.089633,0.0,True,-0.070357,0.0,True,
Co-Gd-Zn,mp-1225806,Gd4Co3,-0.134522,0.0,True,-0.336523,0.0,True,
Co-Gd-Zn,mp-1244987,Zn,0.058375,0.058375,False,0.050654,0.050654,False,
Co-Gd-Zn,mp-1245093,Zn,0.055069,0.055069,False,0.051379,0.051379,False,
Co-Gd-Zn,mp-1245184,Zn,0.048852,0.048852,False,0.049276,0.049276,False,
Co-Gd-Zn,mp-1245266,Zn,0.052316,0.052316,False,0.051876,0.051876,False,
Co-Gd-Zn,mp-1271142,Co,0.010145,0.010145,False,1e-06,1e-06,True,GAINED
Co-Gd-Zn,mp-155,Gd,0.0,0.0,True,0.0,0.0,True,
Co-Gd-Zn,mp-19981,Gd,0.030212,0.030212,False,6e-06,6e-06,True,GAINED
Co-Gd-Zn,mp-2497,GdZn,-0.365043,0.0,True,-0.179322,0.0,True,
Co-Gd-Zn,mp-2646972,Zn,0.005205,0.005205,False,0.004172,0.004172,False,
Co-Gd-Zn,mp-2647057,Co,0.089566,0.089566,False,0.089122,0.089122,False,
Co-Gd-Zn,mp-2647117,Zn,0.071662,0.071662,False,0.046178,0.046178,False,
Co-Gd-Zn,mp-30568,Zn13Co,-0.057106,0.0,True,-0.051642,0.0,True,
Co-Gd-Zn,mp-54,Co,0.0,0.0,True,0.0,0.0,True,
Co-Gd-Zn,mp-542437,Gd2Zn17,-0.250868,0.0,True,0.287944,0.325696,False,LOST
Co-Gd-Zn,mp-542633,GdCo2,1.53201,1.630257,False,1.577555,1.77386,False,
Co-Gd-Zn,mp-570087,Gd,0.020306,0.020306,False,8e-06,8e-06,True,GAINED
Co-Gd-Zn,mp-614502,Gd,0.048381,0.048381,False,1.5e-05,1.5e-05,True,GAINED
Co-Gd-Zn,mp-669382,Co,0.117662,0.117662,False,0.088746,0.088746,False,
Co-Gd-Zn,mp-79,Zn,0.0,0.0,True,0.0,0.0,True,
Co-Gd-Zn,mp-971744,ZnCo3,0.046572,0.075706,False,-0.01134,0.011673,False,
Co-Gd-Zn,mp-971948,Zn3Co,-0.036882,0.050523,False,-0.057302,0.011739,False,
Co-Gd-Zn,mp-981215,Zn3Co,-0.054867,0.032537,False,-0.069041,0.0,True,GAINED
Co-Mn-Y,mp-1009133,MnCo,-0.025857,0.0,True,-0.077874,0.0,True,
Co-Mn-Y,mp-102,Co,0.016114,0.016114,False,0.009481,0.009481,False,
Co-Mn-Y,mp-1055908,Mn,0.145445,0.145445,False,0.08316,0.08316,False,
Co-Mn-Y,mp-1057139,Mn,0.65752,0.65752,False,0.672051,0.672051,False,
Co-Mn-Y,mp-1062072,YMn2,0.751583,0.752599,False,0.669363,0.669363,False,
Co-Mn-Y,mp-1072089,Co,0.199326,0.199326,False,0.179613,0.179613,False,
Co-Mn-Y,mp-1103127,YMn2,0.104739,0.105755,False,0.120578,0.120578,False,
Co-Mn-Y,mp-1105598,Y3Co,-0.144205,0.0,True,-0.192922,0.0,True,
Co-Mn-Y,mp-1106140,Y2Co17,-0.094235,0.0,True,-0.131555,0.0,True,
Co-Mn-Y,mp-112,Y,0.00355,0.00355,False,5e-06,5e-06,True,GAINED
Co-Mn-Y,mp-1183710,Co,0.005447,0.005447,False,0.004962,0.004962,False,
Co-Mn-Y,mp-1185970,Mn3Co,-0.016073,0.0,True,0.058336,0.097273,False,LOST
Co-Mn-Y,mp-1186063,MnCo3,0.076682,0.08961,False,0.010562,0.049499,False,
Co-Mn-Y,mp-1187717,Y,0.006933,0.006933,False,3e-06,3e-06,True,GAINED
Co-Mn-Y,mp-1187739,Y,0.0,0.0,True,3e-06,3e-06,True,
Co-Mn-Y,mp-1188333,Y2Co7,-0.059272,0.077357,False,-0.209852,0.0,True,GAINED
Co-Mn-Y,mp-1188794,Y2Mn5Co12,-0.029751,0.050446,False,-0.06343,0.07696,False,
Co-Mn-Y,mp-1189329,Y3Co,-0.142648,0.001556,False,-0.192914,8e-06,True,GAINED
Co-Mn-Y,mp-1191484,Mn,0.806585,0.806585,False,0.862849,0.862849,False,
Co-Mn-Y,mp-1192425,YCo3,-0.105986,0.040712,False,-0.225454,0.0,True,GAINED
Co-Mn-Y,mp-1193227,Co,0.126341,0.126341,False,0.119397,0.119397,False,
Co-Mn-Y,mp-1215953,YMnCo,-0.073308,0.058159,False,-0.10441,0.070053,False,
Co-Mn-Y,mp-1216070,Y2Mn3Co,0.151229,0.232164,False,0.015013,0.122936,False,
Co-Mn-Y,mp-1216254,Y(MnCo)6,-0.003222,0.056121,False,-0.012927,0.092386,False,
Co-Mn-Y,mp-1216292,Y4Co3,-0.148959,0.0331,False,-0.197864,0.044181,False,
Co-Mn-Y,mp-1271142,Co,0.010145,0.010145,False,1e-06,1e-06,True,GAINED
Co-Mn-Y,mp-1294,YCo2,-0.176904,0.0,True,-0.231809,0.005725,False,LOST
Co-Mn-Y,mp-1355,Y6Mn23,0.096445,0.097653,False,0.036579,0.036579,False,
Co-Mn-Y,mp-22508,YMn12,-0.001407,0.0,True,0.004868,0.004868,False,LOST
Co-Mn-Y,mp-2588,YCo3,-0.096144,0.050554,False,-0.225399,5.4e-05,True,GAINED
Co-Mn-Y,mp-2647025,Mn,0.052632,0.052632,False,0.046323,0.046323,False,
Co-Mn-Y,mp-2647057,Co,0.089566,0.089566,False,0.089122,0.089122,False,
Co-Mn-Y,mp-2827,YCo5,-0.104503,0.011988,False,-0.17204,0.000622,False,
Co-Mn-Y,mp-35,Mn,0.0,0.0,True,0.0,0.0,True,
Co-Mn-Y,mp-54,Co,0.0,0.0,True,0.0,0.0,True,
Co-Mn-Y,mp-542909,Mn,0.052947,0.052947,False,0.036828,0.036828,False,
Co-Mn-Y,mp-558,YMn2,0.160752,0.161768,False,0.126705,0.126705,False,
Co-Mn-Y,mp-570718,Y2Co17,-0.092317,0.001918,False,-0.130144,0.001411,False,
Co-Mn-Y,mp-573425,Y8Co5,-0.171517,0.001223,False,-0.21016,0.019794,False,
Co-Mn-Y,mp-616512,Y3Co2,-0.165172,0.01083,False,-0.212374,0.021812,False,
Co-Mn-Y,mp-669382,Co,0.117662,0.117662,False,0.088746,0.088746,False,
Co-Mn-Y,mp-8053,YCo,-0.193673,0.003528,False,-0.242672,0.019022,False,
Co-Mn-Y,mp-8634,Mn,0.083098,0.083098,False,0.055075,0.055075,False,
Co-Mn-Y,mp-865373,YCo,-0.197201,0.0,True,-0.261694,0.0,True,
Co-Mn-Y,mp-9,Y,0.023963,0.023963,False,0.0,0.0,True,GAINED
Co-Mn-Y,mp-999543,MnCo3,0.084163,0.097092,False,0.02172,0.060657,False,
Co-Ti-Y,mp-102,Co,0.016114,0.016114,False,0.009481,0.009481,False,
Co-Ti-Y,mp-1072089,Co,0.199326,0.199326,False,0.179613,0.179613,False,
Co-Ti-Y,mp-1079863,TiCo3,-0.225042,0.036661,False,-0.329026,0.0,True,GAINED
Co-Ti-Y,mp-1105598,Y3Co,-0.144205,0.0,True,-0.192922,0.0,True,
Co-Ti-Y,mp-1106140,Y2Co17,-0.094235,0.0,True,-0.131555,0.0,True,
Co-Ti-Y,mp-112,Y,0.00355,0.00355,False,5e-06,5e-06,True,GAINED
Co-Ti-Y,mp-1183710,Co,0.005447,0.005447,False,0.004962,0.004962,False,
Co-Ti-Y,mp-1187717,Y,0.006933,0.006933,False,3e-06,3e-06,True,GAINED
Co-Ti-Y,mp-1187739,Y,0.0,0.0,True,3e-06,3e-06,True,
Co-Ti-Y,mp-1188333,Y2Co7,-0.059272,0.077357,False,-0.209852,0.0,True,GAINED
Co-Ti-Y,mp-1189329,Y3Co,-0.142648,0.001556,False,-0.192914,8e-06,True,GAINED
Co-Ti-Y,mp-1191331,Ti2Co,-0.284904,0.0,True,-0.325941,0.0,True,
Co-Ti-Y,mp-1191422,TiCo2,-0.304797,0.003179,False,-0.391639,0.0,True,GAINED
Co-Ti-Y,mp-1192425,YCo3,-0.105986,0.040712,False,-0.225454,0.0,True,GAINED
Co-Ti-Y,mp-1193227,Co,0.126341,0.126341,False,0.119397,0.119397,False,
Co-Ti-Y,mp-1208216,TiCo4,0.727974,0.937336,False,-0.036309,0.226912,False,
Co-Ti-Y,mp-1208254,Ti4Co,0.492608,0.66355,False,-0.032881,0.162683,False,
Co-Ti-Y,mp-1215991,YTiCo11,-0.134824,0.012407,False,-0.18594,0.009086,False,
Co-Ti-Y,mp-1216292,Y4Co3,-0.148959,0.0331,False,-0.197864,0.044181,False,
Co-Ti-Y,mp-1238818,Ti,0.310308,0.310308,False,0.159687,0.159687,False,
Co-Ti-Y,mp-1244924,Ti,0.183287,0.183287,False,0.107772,0.107772,False,
Co-Ti-Y,mp-1245006,Ti,0.141384,0.141384,False,0.076881,0.076881,False,
Co-Ti-Y,mp-1245164,Ti,0.138332,0.138332,False,0.088067,0.088067,False,
Co-Ti-Y,mp-1245170,Ti,0.169614,0.169614,False,0.091791,0.091791,False,
Co-Ti-Y,mp-1245320,Ti,0.155102,0.155102,False,0.096132,0.096132,False,
Co-Ti-Y,mp-1271142,Co,0.010145,0.010145,False,1e-06,1e-06,True,GAINED
Co-Ti-Y,mp-1294,YCo2,-0.176904,0.0,True,-0.231809,0.005725,False,LOST
Co-Ti-Y,mp-2588,YCo3,-0.096144,0.050554,False,-0.225399,5.4e-05,True,GAINED
Co-Ti-Y,mp-2647057,Co,0.089566,0.089566,False,0.089122,0.089122,False,
Co-Ti-Y,mp-2827,YCo5,-0.104503,0.011988,False,-0.17204,0.000622,False,
Co-Ti-Y,mp-30566,Ti2Co,0.439726,0.724629,False,0.375816,0.701757,False,
Co-Ti-Y,mp-46,Ti,0.004435,0.004435,False,0.0,0.0,True,GAINED
Co-Ti-Y,mp-54,Co,0.0,0.0,True,0.0,0.0,True,
Co-Ti-Y,mp-570718,Y2Co17,-0.092317,0.001918,False,-0.130144,0.001411,False,
Co-Ti-Y,mp-573425,Y8Co5,-0.171517,0.001223,False,-0.21016,0.019794,False,
Co-Ti-Y,mp-608,TiCo3,-0.261703,0.0,True,-0.316865,0.012161,False,LOST
Co-Ti-Y,mp-616512,Y3Co2,-0.165172,0.01083,False,-0.212374,0.021812,False,
Co-Ti-Y,mp-669382,Co,0.117662,0.117662,False,0.088746,0.088746,False,
Co-Ti-Y,mp-695,TiCo2,-0.302375,0.005601,False,-0.387839,0.0038,False,
Co-Ti-Y,mp-6985,Ti,0.061963,0.061963,False,0.008173,0.008173,False,
Co-Ti-Y,mp-72,Ti,0.0,0.0,True,0.049027,0.049027,False,LOST
Co-Ti-Y,mp-73,Ti,0.112036,0.112036,False,0.044312,0.044312,False,
Co-Ti-Y,mp-8053,YCo,-0.193673,0.003528,False,-0.242672,0.019022,False,
Co-Ti-Y,mp-823,TiCo,-0.40052,0.0,True,-0.455763,0.0,True,
Co-Ti-Y,mp-865373,YCo,-0.197201,0.0,True,-0.261694,0.0,True,
Co-Ti-Y,mp-9,Y,0.023963,0.023963,False,0.0,0.0,True,GAINED
Co-Ti-Y,mp-999484,YTi,0.364475,0.364475,False,0.338016,0.338016,False,
Co-V-Y,mp-1002109,VCo,-0.086133,0.098219,False,-0.076478,0.133382,False,
Co-V-Y,mp-1017529,VCo3,-0.169152,0.003333,False,-0.217959,0.012175,False,
Co-V-Y,mp-102,Co,0.016114,0.016114,False,0.009481,0.009481,False,
Co-V-Y,mp-1072089,Co,0.199326,0.199326,False,0.179613,0.179613,False,
Co-V-Y,mp-1095057,VCo3,-0.165672,0.006813,False,-0.230133,0.0,True,GAINED
Co-V-Y,mp-1105598,Y3Co,-0.144205,0.0,True,-0.192922,0.0,True,
Co-V-Y,mp-1106140,Y2Co17,-0.094235,0.0,True,-0.131555,0.0,True,
Co-V-Y,mp-112,Y,0.00355,0.00355,False,5e-06,5e-06,True,GAINED
Co-V-Y,mp-1183710,Co,0.005447,0.005447,False,0.004962,0.004962,False,
Co-V-Y,mp-1187717,Y,0.006933,0.006933,False,3e-06,3e-06,True,GAINED
Co-V-Y,mp-1187739,Y,0.0,0.0,True,3e-06,3e-06,True,
Co-V-Y,mp-1188333,Y2Co7,-0.059272,0.077357,False,-0.209852,0.0,True,GAINED
